System,Utterance,Source,ref1,hyp
system2,1053,"Ihr verkauftet Lena den Fernseher.
","You sold Lena the TV.
","You sold Lena the television.
"
system2,1054,"Ihr verkauftet Lena den Fernseher.
","You sold Lena the TV.
","You sold Lena the television.
"
system2,1055,"Ihr verkauftet Lena den Fernseher.
","You sold Lena the television.
","You sold Lena the TV.
"
system2,1056,"Ihr verkauftet Lena den Fernseher.
","You sold Lena the TV.
","You sold Lena the television.
"
system2,1057,"Ihr verkauftet Lena den Fernseher.
","You sold Lena the TV.
","You sold Lena the television.
"
system2,1058,"Ihr verkauftet Lena den Fernseher.
","You sold Lena the television.
","You sold Lena the TV.
"
system2,1059,"Ihr verkauftet Lena den Fernseher.
","You sold Lena the TV.
","You sold Lena the television.
"
system2,1060,"Ihr verkauftet Lena den Fernseher.
","You sold Lena the television.
","You sold Lena the TV.
"
system2,1061,"Ihr verkauftet Lena den Fernseher.
","You sold Lena the TV.
","You sold Lena the television.
"
system2,1062,"Ihr verkauftet Lena den Fernseher.
","You sold Lena the TV.
","You sold Lena the television.
"
system2,1063,"Ihr verkauftet Lena den Fernseher.
","You sold Lena the TV.
","You sold Lena the television.
"
system2,1064,"Ihr verkauftet Lena den Fernseher.
","You sold Lena the TV.
","You sold Lena the television.
"
system2,1065,"Ihr gäbt der Frau das Buch.
","You gave the book to the woman.
","You gave the woman the book.
"
system2,1066,"Ihr gäbt der Frau das Buch.
","You gave the book to the woman.
","You gave the woman the book.
"
system2,1067,"Ihr gäbt der Frau das Buch.
","You gave the book to the woman.
","You gave the woman the book.
"
system2,1068,"Ihr gäbt der Frau das Buch.
","You gave the woman the book.
","You gave the book to the woman.
"
system2,1069,"Ihr gäbt der Frau das Buch.
","You gave the book to the woman.
","You gave the woman the book.
"
system2,1070,"Ihr gäbt der Frau das Buch.
","You gave the book to the woman.
","You gave the woman the book.
"
system2,1071,"Ihr gäbt der Frau das Buch.
","You gave the woman the book.
","You gave the book to the woman.
"
system2,1072,"Ihr gäbt der Frau das Buch.
","You gave the woman the book.
","You gave the book to the woman.
"
system2,1073,"Ihr gäbt der Frau das Buch.
","You gave the book to the woman.
","You gave the woman the book.
"
system2,1074,"Ihr gäbt der Frau das Buch.
","You gave the book to the woman.
","You gave the woman the book.
"
system2,1075,"Ihr gäbt der Frau das Buch.
","You gave the book to the woman.
","You gave the woman the book.
"
system2,1076,"Ihr gäbt der Frau das Buch.
","You gave the book to the woman.
","You gave the woman the book.
"
system2,1077,"Ihr gäbt der Frau das Buch.
","You gave the woman the book.
","You gave the book to the woman.
"
system2,1078,"Ihr gäbt der Frau das Buch.
","You gave the book to the woman.
","You gave the woman the book.
"
system2,1079,"Ihr gäbt der Frau das Buch.
","You gave the woman the book.
","You gave the book to the woman.
"
system2,1080,"Ihr gäbt der Frau das Buch.
","You gave the book to the woman.
","You gave the woman the book.
"
system2,1081,"Ihr gäbt der Frau das Buch.
","You gave the woman the book.
","You gave the book to the woman.
"
system2,1082,"Ihr gäbt der Frau das Buch.
","You gave the woman the book.
","You gave the book to the woman.
"
system2,1083,"Ihr gäbt der Frau das Buch.
","You gave the book to the woman.
","You gave the woman the book.
"
system2,1084,"Ihr gäbt der Frau das Buch.
","You gave the woman the book.
","You gave the book to the woman.
"
system2,1085,"Wir schenkten Lisa eine DVD.
","We gave Lisa a DVD.
","We gave Lisa a DVD as a gift.
"
system2,1086,"Wir schenkten Lisa eine DVD.
","We gave a DVD to Lisa.
","We gave Lisa a DVD.
"
system2,1087,"Wir schickten Mary einen Brief.
","We sent Mary a letter.
","We sent a letter to Mary.
"
system2,1088,"Gebt mir jetzt bitte eure Tests!
","Now please give me your tests!
","Give me your tests now, please.
"
system2,1089,"Lass dir Zeit.
","Take time.
","Take your time.
"
system2,1090,"Lass dir Zeit.
","Take your time.
","Take time.
"
system2,1091,"Lass dir Zeit.
","Take your time.
","Take time.
"
system2,1092,"Lass dir Zeit.
","Take your time.
","Take time.
"
system2,1093,"Lass dir Zeit.
","Take time.
","Take your time.
"
system2,1094,"Lass dir Zeit.
","Take your time.
","Take time.
"
system2,1095,"Lass dir Zeit.
","Take your time.
","Take time.
"
system2,1096,"Lass dir Zeit.
","Take time.
","Take your time.
"
system2,1097,"Lass dir Zeit.
","Take your time.
","Take time.
"
system2,1098,"Lass dir Zeit.
","Take time.
","Take your time.
"
system2,1099,"Lass dir Zeit.
","Take your time.
","Take time.
"
system2,1100,"Nehmen Sie die Linie 5 und steigen Sie am Hauptbahnhof aus.
","Take line 5 and get off at the main train station.
","Take line 5 and get off at the central station.
"
system2,1101,"Nehmen Sie die Linie 5 und steigen Sie am Hauptbahnhof aus.
","Take line 5 and get off at the central station.
","Take line 5 and get off at the main station.
"
system2,1102,"Nehmen Sie die Linie 5 und steigen Sie am Hauptbahnhof aus.
","Take line 5 and get off at the main station.
","Take line 5 and get off at the main railway station.
"
system2,1103,"Einfahrt Tag und Nacht freihalten.
","Keep driveway clear day and night.
","Keep the driveway clear day and night.
"
system2,1104,"Einfahrt Tag und Nacht freihalten.
","Keep the driveway clear day and night.
","Keep entry clear day and night.
"
system2,1105,"Einfahrt Tag und Nacht freihalten.
","Keep driveway clear day and night.
","Keep the driveway clear day and night.
"
system2,1106,"Einfahrt Tag und Nacht freihalten.
","Keep driveway clear day and night.
","Keep the driveway clear day and night.
"
system2,1107,"Einfahrt Tag und Nacht freihalten.
","Keep the driveway clear day and night.
","Keep driveway clear day and night.
"
system2,1108,"Einfahrt Tag und Nacht freihalten.
","Keep driveway clear day and night.
","Keep the driveway clear day and night.
"
system2,1109,"Einfahrt Tag und Nacht freihalten.
","Keep driveway clear day and night.
","Keep the driveway clear day and night.
"
system2,1110,"Einfahrt Tag und Nacht freihalten.
","Keep driveway clear day and night.
","Keep entry clear day and night.
"
system2,1111,"Einfahrt Tag und Nacht freihalten.
","Keep entry clear day and night.
","Keep the driveway clear day and night.
"
system2,1112,"Einfahrt Tag und Nacht freihalten.
","Keep entry clear day and night.
","Keep the driveway clear day and night.
"
system2,1113,"Einfahrt Tag und Nacht freihalten.
","Keep entry clear day and night.
","Keep driveway clear day and night.
"
system2,1114,"Einfahrt Tag und Nacht freihalten.
","Keep entry clear day and night.
","Keep the driveway clear day and night.
"
system2,1115,"Einfahrt Tag und Nacht freihalten.
","Keep driveway clear day and night.
","Keep entry clear day and night.
"
system2,1116,"Einfahrt Tag und Nacht freihalten.
","Keep the driveway clear day and night.
","Keep entry clear day and night.
"
system2,1117,"Einfahrt Tag und Nacht freihalten.
","Keep entry clear day and night.
","Keep the driveway clear day and night.
"
system2,1118,"Einfahrt Tag und Nacht freihalten.
","Keep entry clear day and night.
","Keep driveway clear day and night.
"
system2,1119,"Einfahrt Tag und Nacht freihalten.
","Keep the driveway clear day and night.
","Keep entry clear day and night.
"
system2,1120,"Einfahrt Tag und Nacht freihalten.
","Keep the driveway clear day and night.
","Keep entry clear day and night.
"
system2,1121,"Einfahrt Tag und Nacht freihalten.
","Keep entry clear day and night.
","Keep driveway clear day and night.
"
system2,1122,"Einfahrt Tag und Nacht freihalten.
","Keep entry clear day and night.
","Keep the driveway clear day and night.
"
system2,1123,"Einfahrt Tag und Nacht freihalten.
","Keep the driveway clear day and night.
","Keep entry clear day and night.
"
system2,1124,"Einfahrt Tag und Nacht freihalten.
","Keep driveway clear day and night.
","Keep the driveway clear day and night.
"
system2,1125,"Einfahrt Tag und Nacht freihalten.
","Keep entry clear day and night.
","Keep the driveway clear day and night.
"
system2,1126,"Tür zu!
","Shut Up!
","Shut the door!
"
system2,1127,"Tür zu!
","Shut the door!
","Shut Up!
"
system2,1128,"Tür zu!
","Shut Up!
","Shut the door!
"
system2,1129,"Tür zu!
","Shut Up!
","Close the door!
"
system2,1130,"Tür zu!
","Shut the door!
","Close the door!
"
system2,1131,"Tür zu!
","Shut the door!
","Close the door!
"
system2,1132,"Tür zu!
","Close the door!
","Shut the door!
"
system2,1133,"Tür zu!
","Shut the door!
","Shut Up!
"
system2,1134,"Tür zu!
","Shut the door!
","Shut Up!
"
system2,1135,"Tür zu!
","Shut the door!
","Shut Up!
"
system2,1136,"Um 21 Uhr bist du wieder zu Hause!
","At 21 o'clock, you're back home!
","By 9pm you're back home!
"
system2,1137,"Um 21 Uhr bist du wieder zu Hause!
","At 9 p.m. you are back home!
","At 21 o 'clock you' re back home!
"
system2,1138,"Sei still!
","Be silent!
","Shut up!
"
system2,1139,"Sei still!
","Shut up!
","Be silent!
"
system2,1140,"Fütter die Katzen, bevor du schlafen gehst!
","Feed the cats before you sleep!
","Feed the cats before you go to sleep!
"
system2,1141,"Fütter die Katzen, bevor du schlafen gehst!
","Feed the cats before you go to sleep
","Feeding the cats before you go to sleep!
"
system2,1142,"Fütter die Katzen, bevor du schlafen gehst!
","Feed the cats before you go to sleep!
","Feeding the cats before you go to sleep!
"
system2,1143,"Fütter die Katzen, bevor du schlafen gehst!
","Feeding the cats before you go to sleep!
","Feed the cats before you go to sleep!
"
system2,1144,"Putz die Küche nach dem Kochen!
","Clean the kitchen after the cooking!
","Clean the kitchen after cooking!
"
system2,1145,"Putz die Küche nach dem Kochen!
","Clean the kitchen after cooking!
","Cleaning the kitchen after cooking!
"
system2,1146,"Putz die Küche nach dem Kochen!
","Clean the kitchen after cooking!
","Cleaning the kitchen after cooking!
"
system2,1147,"Putz die Küche nach dem Kochen!
","Cleaning the kitchen after cooking!
","Clean the kitchen after the cooking!
"
system2,1148,"Putz die Küche nach dem Kochen!
","Cleaning the kitchen after cooking!
","Clean the kitchen after the cooking!
"
system2,1149,"Putz die Küche nach dem Kochen!
","Clean the kitchen after the cooking!
","Cleaning the kitchen after cooking!
"
system2,1150,"Putz die Küche nach dem Kochen!
","Clean the kitchen after cooking
","Clean the kitchen after the cooking!
"
system2,1151,"Geh mit dem Hund Gassi.
","Go with the dog.
","Walk with the dog.
"
system2,1152,"Geh mit dem Hund Gassi.
","Walk with the dog.
","Go for a walk with the dog.
"
system2,1153,"Geh mit dem Hund Gassi.
","Walk with the dog.
","Go for a walk with the dog.
"
system2,1154,"Geh mit dem Hund Gassi.
","Go with the dog.
","Go for a walk with the dog.
"
system2,1155,"Geh mit dem Hund Gassi.
","Go for a walk with the dog.
","Go with the dog.
"
system2,1156,"Geh mit dem Hund Gassi.
","Walk with the dog.
","Take the dog for a walk.
"
system2,1157,"Sie werden essen.
","They will eat.
","They are going to eat.
"
system2,1158,"Sie werden weinen.
","They'll be crying.
","They will cry.
"
system2,1159,"Ihr werdet essen.
","You're gonna eat.
","You will eat.
"
system2,1160,"Ihr werdet essen.
","You will eat.
","You're going to eat.
"
system2,1161,"Ihr werdet essen.
","You're going to eat.
","You're gonna eat.
"
system2,1162,"Ihr werdet lachen.
","You'll laugh.
","You're gonna laugh.
"
system2,1163,"Ihr werdet lachen.
","You will laugh.
","You're going to laugh.
"
system2,1164,"Ihr werdet lachen.
","You're going to laugh.
","You'll laugh.
"
system2,1165,"Ihr werdet fallen.
","You'll fall.
","You're gonna fall.
"
system2,1166,"Ihr werdet fallen.
","You're gonna fall.
","You're going to fall.
"
system2,1167,"Ihr werdet weinen.
","You will cry.
","You're gonna cry.
"
system2,1168,"Ihr werdet weinen.
","You'll be crying.
","You'll cry.
"
system2,1169,"Ihr werdet weinen.
","You're going to cry.
","You'll be crying.
"
system2,1170,"Ihr werdet rennen.
","You're going to race.
","You will race.
"
system2,1171,"Ihr werdet rennen.
","You will be running.
","You will race.
"
system2,1172,"Ihr werdet schlafen.
","You will sleep.
","You're going to sleep.
"
system2,1173,"Ihr werdet schlafen.
","You're gonna sleep.
","You will sleep.
"
system2,1174,"Ihr werdet schlafen.
","You'll sleep.
","You're gonna sleep.
"
system2,1175,"Wir werden weinen.
","We're gonna cry.
","We'll be crying.
"
system2,1176,"Wir werden weinen.
","We'll cry.
","We're gonna cry.
"
system2,1177,"Wir werden schlafen.
","We're going to sleep.
","We'll sleep.
"
system2,1178,"Sie würden weinen.
","They'd cry.
","You'd cry.
"
system2,1179,"Sie würden schlafen.
","You'd be asleep.
","They'd sleep.
"
system2,1180,"Ihr würdet essen.
","You'd eat.
","You would eat.
"
system2,1181,"Ihr würdet essen.
","You'd eat.
","You would eat.
"
system2,1182,"Ihr würdet essen.
","You'd be eating.
","You'd eat.
"
system2,1183,"Ihr würdet essen.
","You'd be eating.
","You'd eat.
"
system2,1184,"Ihr würdet essen.
","You'd eat.
","You'd be eating.
"
system2,1185,"Ihr würdet essen.
","You would eat.
","You'd eat.
"
system2,1186,"Ihr würdet lachen.
","You would laugh
","You'd laugh.
"
system2,1187,"Ihr würdet lachen.
","You would laugh.
","You'd laugh.
"
system2,1188,"Ihr würdet lachen.
","You'd laugh.
","You would laugh.
"
system2,1189,"Ihr würdet lachen.
","You'd laugh.
","You'd be laughing.
"
system2,1190,"Ihr würdet lachen.
","You would laugh.
","You would laugh
"
system2,1191,"Ihr würdet lachen.
","You would laugh.
","You'd laugh.
"
system2,1192,"Ihr würdet fallen.
","You would fall.
","You'd fall.
"
system2,1193,"Ihr würdet fallen.
","You would fall.
","You'd fall.
"
system2,1194,"Ihr würdet fallen.
","You'd fall.
","You would fall.
"
system2,1195,"Ihr würdet fallen.
","You'd fall.
","You would fall.
"
system2,1196,"Ihr würdet fallen.
","You'd fall.
","You would fall.
"
system2,1197,"Ihr würdet fallen.
","You would fall.
","You'd fall.
"
system2,1198,"Ihr würdet weinen.
","You would be crying.
","You'd cry.
"
system2,1199,"Ihr würdet weinen.
","You'd cry.
","You would cry.
"
system2,1200,"Ihr würdet weinen.
","You would cry.
","You'd cry.
"
system2,1201,"Ihr würdet weinen.
","You would be crying.
","You'd cry.
"
system2,1202,"Ihr würdet weinen.
","You would be crying.
","You would cry.
"
system2,1203,"Ihr würdet weinen.
","You'd cry.
","You would be crying.
"
system2,1204,"Ihr würdet weinen.
","You'd cry.
","You would cry.
"
system2,1205,"Ihr würdet rennen.
","You'd be running.
","You'd race.
"
system2,1206,"Ihr würdet rennen.
","You would race.
","You would run.
"
system2,1207,"Ihr würdet rennen.
","You'd run.
","You would run.
"
system2,1208,"Ihr würdet rennen.
","You'd run.
","You'd race.
"
system2,1209,"Ihr würdet rennen.
","You would run.
","You'd race.
"
system2,1210,"Ihr würdet rennen.
","You'd race.
","You'd be running.
"
system2,1211,"Ihr würdet rennen.
","You would run.
","You'd be running.
"
system2,1212,"Ihr würdet rennen.
","You would run.
","You'd run.
"
system2,1213,"Ihr würdet schlafen.
","You would sleep.
","You'd be sleeping.
"
system2,1214,"Ihr würdet schlafen.
","You'd be sleeping.
","You'd sleep.
"
system2,1215,"Ihr würdet schlafen.
","You'd be sleeping.
","You would sleep.
"
system2,1216,"Ihr würdet schlafen.
","You'd sleep.
","You would sleep.
"
system2,1217,"Ihr würdet schlafen.
","You'd sleep.
","You'd be sleeping.
"
system2,1218,"Ihr würdet schlafen.
","You'd be sleeping.
","You'd sleep.
"
system2,1219,"Wir würden essen.
","We would eat.
","We would be eating.
"
system2,1220,"Wir würden fallen.
","We would fall.
","We'd fall.
"
system2,1221,"Wir würden fallen.
","We would fall.
","We'd fall.
"
system2,1222,"Wir würden fallen.
","We would fall.
","We'd fall.
"
system2,1223,"Der Manager wird nicht gekommen sein.
","The manager won't have come.
","The manager will not have arrived.
"
system2,1224,"Der Manager wird nicht gekommen sein.
","The manager will not have arrived.
","The manager will not have come.
"
system2,1225,"Er wird gelacht haben.
","He will have laughed.
","He'll have laughed.
"
system2,1226,"Er wird gelacht haben.
","He'll have laughed.
","He will have laughed.
"
system2,1227,"Er wird gelacht haben.
","He'll have laughed.
","He will have laughed.
"
system2,1228,"Sie wird gefallen sein.
","She will have fallen.
","She'll have fallen.
"
system2,1229,"Sie wird gefallen sein.
","She will have fallen.
","She'll have fallen.
"
system2,1230,"Sie wird gefallen sein.
","She'll have fallen.
","She will have fallen.
"
system2,1231,"Sie wird gefallen sein.
","She'll have fallen.
","She will have fallen.
"
system2,1232,"Sie wird gefallen sein.
","She will have fallen.
","She'll have fallen.
"
system2,1233,"Sie wird gefallen sein.
","She will have fallen.
","She'll have fallen.
"
system2,1234,"Sie wird gefallen sein.
","She'll have fallen.
","She will have fallen.
"
system2,1235,"Er wird geweint haben.
","He will have cried.
","He will have wept.
"
system2,1236,"Er wird geweint haben.
","He'll have cried.
","He'll have been crying.
"
system2,1237,"Er wird geweint haben.
","He'll have cried.
","He will have been crying.
"
system2,1238,"Er wird geweint haben.
","He'll have cried.
","He will have wept.
"
system2,1239,"Er wird geweint haben.
","He will have wept.
","He'll have cried.
"
system2,1240,"Sie wird gerannt sein.
","She will have been running.
","She'll have run.
"
system2,1241,"Sie wird gerannt sein.
","She will have run.
","She'll have been running.
"
system2,1242,"Sie wird gerannt sein.
","She'll have run.
","She will have run.
"
system2,1243,"Sie wird gerannt sein.
","She will have been running.
","She'll have been running.
"
system2,1244,"Sie wird gerannt sein.
","She will have been running.
","She'll have been running.
"
system2,1245,"Sie wird gerannt sein.
","She will have run.
","She will have been running.
"
system2,1246,"Sie wird gerannt sein.
","She will have run.
","She'll have run.
"
system2,1247,"Sie wird gerannt sein.
","She'll have run.
","She will have run.
"
system2,1248,"Sie wird gerannt sein.
","She will have been running.
","She'll have been running.
"
system2,1249,"Sie wird gerannt sein.
","She will have been running.
","She'll have run.
"
system2,1250,"Sie wird gerannt sein.
","She'll have run.
","She'll have been running.
"
system2,1251,"Sie wird gerannt sein.
","She'll have run.
","She will have run.
"
system2,1252,"Sie wird gerannt sein.
","She will have run.
","She will have been running.
"
system2,1253,"Sie wird gerannt sein.
","She'll have been running.
","She will have been running.
"
system2,1254,"Sie wird gerannt sein.
","She will have been running.
","She will have run.
"
system2,1255,"Sie wird gerannt sein.
","She will have been running.
","She'll have been running.
"
system2,1256,"Er wird geschlafen haben.
","He will have been sleeping.
","He'll have been asleep.
"
system2,1257,"Er wird geschlafen haben.
","He'll have slept.
","He'll have been asleep.
"
system2,1258,"Er wird geschlafen haben.
","He will have been asleep.
","He'll have been asleep.
"
system2,1259,"Du wirst nicht gekommen sein.
","You're not going to have come.
","You will not have come.
"
system2,1260,"Du wirst nicht gekommen sein.
","You won't have come.
","You will not have come.
"
system2,1261,"Du wirst nicht gekommen sein.
","You won't have come.
","You will not have come.
"
system2,1262,"Du wirst nicht gekommen sein.
","You're not going to have come.
","You will not have come.
"
system2,1263,"Du wirst gelacht haben.
","You'll have laughed.
","You will have laughed.
"
system2,1264,"Du wirst gelacht haben.
","You will have laughed.
","You'll have laughed.
"
system2,1265,"Du wirst gelacht haben.
","You will have laughed.
","You'll have laughed.
"
system2,1266,"Du wirst gelacht haben.
","You will have laughed.
","You'll have laughed.
"
system2,1267,"Du wirst gefallen sein.
","You will have fallen.
","You will have fallen
"
system2,1268,"Du wirst gefallen sein.
","You will have fallen.
","You will have fallen
"
system2,1269,"Du wirst gefallen sein.
","You will have fallen.
","You will have fallen
"
system2,1270,"Du wirst gefallen sein.
","You will have fallen.
","You will have fallen
"
system2,1271,"Du wirst gefallen sein.
","You'll have fallen.
","You will have fallen.
"
system2,1272,"Du wirst geweint haben.
","You're gonna have cried.
","You will have wept.
"
system2,1273,"Du wirst geweint haben.
","You will have wept.
","You'll have been crying.
"
system2,1274,"Du wirst geweint haben.
","You'll have been crying.
","You will have cried.
"
system2,1275,"Du wirst geweint haben.
","You will have been crying.
","You'll have been crying.
"
system2,1276,"Du wirst geweint haben.
","You will have cried.
","You will have been crying.
"
system2,1277,"Sie würden gelacht haben.
","They would have laughed.
","You'd have laughed.
"
system2,1278,"Sie würden gelacht haben.
","You would have laughed.
","They would have laughed.
"
system2,1279,"Sie würden gefallen sein.
","They'd have fallen.
","You would have fallen.
"
system2,1280,"Sie würden gefallen sein.
","You would have fallen.
","They'd have fallen.
"
system2,1281,"Sie würden gefallen sein.
","They would have fallen.
","You would have fallen.
"
system2,1282,"Sie würden gefallen sein.
","They would have fallen.
","You would have fallen.
"
system2,1283,"Sie würden gefallen sein.
","They would have fallen.
","They'd have fallen.
"
system2,1284,"Sie würden geweint haben.
","They would have cried.
","They would have been crying.
"
system2,1285,"Sie würden geweint haben.
","They would have been crying.
","They would have cried.
"
system2,1286,"Sie würden geweint haben.
","You'd have cried.
","They would have cried.
"
system2,1287,"Sie würden geweint haben.
","You would have cried.
","They would have been crying.
"
system2,1288,"Sie würden gerannt sein.
","You would have run.
","They'd have run.
"
system2,1289,"Sie würden gerannt sein.
","You would have run.
","They would have run.
"
system2,1290,"Sie würden gerannt sein.
","They would have run.
","They'd have run.
"
system2,1291,"Sie würden gerannt sein.
","They'd have run.
","They would have been running.
"
system2,1292,"Sie würden gerannt sein.
","They would have run.
","They would have been running.
"
system2,1293,"Sie würden gerannt sein.
","They would have run.
","You would have run.
"
system2,1294,"Sie würden gerannt sein.
","They would have been running.
","They would have run.
"
system2,1295,"Sie würden gerannt sein.
","You would have run.
","They'd have run.
"
system2,1296,"Sie würden gerannt sein.
","They would have been running.
","You would have run.
"
system2,1297,"Sie würden gerannt sein.
","They would have been running.
","They'd have run.
"
system2,1298,"Sie würden gerannt sein.
","You would have run.
","They would have been running.
"
system2,1299,"Sie würden gerannt sein.
","They would have run.
","You would have run.
"
system2,1300,"Sie würden gerannt sein.
","They'd have run.
","You would have run.
"
system2,1301,"Sie würden gerannt sein.
","You would have run.
","They'd have run.
"
system2,1302,"Ihr würdet gegessen haben.
","You would have eaten.
","You'd have eaten.
"
system2,1303,"Ihr würdet gegessen haben.
","You would have eaten.
","You'd have eaten.
"
system2,1304,"Ihr würdet gegessen haben.
","You would have eaten.
","You'd have eaten.
"
system2,1305,"Ihr würdet gegessen haben.
","You'd have eaten.
","You would have eaten.
"
system2,1306,"Ihr würdet gegessen haben.
","You'd have eaten.
","You would have eaten.
"
system2,1307,"Ihr würdet gegessen haben.
","You would have eaten.
","You'd have eaten.
"
system2,1308,"Ihr würdet gegessen haben.
","You'd have eaten.
","You would have eaten.
"
system2,1309,"Ihr würdet gelacht haben.
","You would have laughed.
","You'd have laughed.
"
system2,1310,"Ihr würdet gelacht haben.
","You'd have laughed.
","You would have laughed.
"
system2,1311,"Ihr würdet gelacht haben.
","You would have laughed.
","You would have been laughing.
"
system2,1312,"Ihr würdet gelacht haben.
","You would have been laughing.
","You'd have laughed.
"
system2,1313,"Ihr würdet gelacht haben.
","You would have been laughing.
","You would have laughed.
"
system2,1314,"Ihr würdet gelacht haben.
","You would have been laughing.
","You would have laughed.
"
system2,1315,"Ihr würdet gelacht haben.
","You would have been laughing.
","You would have laughed.
"
system2,1316,"Ihr würdet gelacht haben.
","You would have been laughing.
","You'd have laughed.
"
system2,1317,"Ihr würdet gelacht haben.
","You'd have laughed.
","You would have been laughing.
"
system2,1318,"Ihr würdet gelacht haben.
","You would have been laughing.
","You'd have laughed.
"
system2,1319,"Ihr würdet gefallen sein.
","You would have fallen.
","You'd have fallen.
"
system2,1320,"Ihr würdet gefallen sein.
","You would have fallen.
","You'd have fallen.
"
system2,1321,"Ihr würdet gefallen sein.
","You'd have fallen.
","You would have fallen.
"
system2,1322,"Ihr würdet gefallen sein.
","You'd have fallen.
","You would have fallen.
"
system2,1323,"Ihr würdet gefallen sein.
","You'd have fallen.
","You would have fallen.
"
system2,1324,"Ihr würdet gefallen sein.
","You'd have fallen.
","You would have fallen.
"
system2,1325,"Ihr würdet gefallen sein.
","You'd have fallen.
","You would have fallen.
"
system2,1326,"Ihr würdet gefallen sein.
","You would have fallen.
","You'd have fallen.
"
system2,1327,"Ihr würdet gefallen sein.
","You'd have fallen.
","You would have fallen.
"
system2,1328,"Ihr würdet gefallen sein.
","You would have fallen.
","You'd have fallen.
"
system2,1329,"Ihr würdet gefallen sein.
","You'd have fallen.
","You would have fallen.
"
system2,1330,"Ihr würdet gefallen sein.
","You would have fallen.
","You'd have fallen.
"
system2,1331,"Ihr würdet gefallen sein.
","You'd have fallen.
","You would have fallen.
"
system2,1332,"Ihr würdet geweint haben.
","You would have wept.
","You'd have cried.
"
system2,1333,"Ihr würdet geweint haben.
","You'd have cried.
","You would have cried.
"
system2,1334,"Ihr würdet geweint haben.
","You would have wept.
","You'd have cried.
"
system2,1335,"Ihr würdet geweint haben.
","You would have cried.
","You would have wept.
"
system2,1336,"Ihr würdet geweint haben.
","You would have wept.
","You'd have cried.
"
system2,1337,"Ihr würdet geweint haben.
","You would have wept.
","You would have cried.
"
system2,1338,"Ihr würdet geweint haben.
","You would have cried.
","You'd have cried.
"
system2,1339,"Ihr würdet geweint haben.
","You would have cried.
","You would have wept.
"
system2,1340,"Ihr würdet geweint haben.
","You would have wept.
","You would have cried.
"
system2,1341,"Ihr würdet geweint haben.
","You would have wept.
","You'd have cried.
"
system2,1342,"Ihr würdet geweint haben.
","You'd have cried.
","You would have cried.
"
system2,1343,"Ihr würdet gerannt sein.
","You would have run.
","You'd have run.
"
system2,1344,"Ihr würdet gerannt sein.
","You'd have run.
","You would have been running.
"
system2,1345,"Ihr würdet gerannt sein.
","You would have run
","You'd have been running.
"
system2,1346,"Ihr würdet gerannt sein.
","You would have run.
","You'd have been running.
"
system2,1347,"Ihr würdet gerannt sein.
","You would have run.
","You would have been running.
"
system2,1348,"Ihr würdet gerannt sein.
","You would have run
","You'd have been running.
"
system2,1349,"Ihr würdet gerannt sein.
","You would have been running.
","You would have run.
"
system2,1350,"Ihr würdet gerannt sein.
","You would have been running.
","You would have run.
"
system2,1351,"Ihr würdet gerannt sein.
","You'd have run.
","You'd have been running.
"
system2,1352,"Ihr würdet gerannt sein.
","You'd have been running.
","You'd have run.
"
system2,1353,"Ihr würdet gerannt sein.
","You would have been running.
","You would have run.
"
system2,1354,"Ihr würdet gerannt sein.
","You would have run
","You would have been running.
"
system2,1355,"Ihr würdet gerannt sein.
","You'd have run.
","You would have run.
"
system2,1356,"Ihr würdet gerannt sein.
","You would have run.
","You'd have run.
"
system2,1357,"Ihr würdet gerannt sein.
","You would have been running.
","You'd have been running.
"
system2,1358,"Ihr würdet gerannt sein.
","You'd have run.
","You'd have been running.
"
system2,1359,"Ihr würdet gerannt sein.
","You'd have been running.
","You'd have run.
"
system2,1360,"Ihr würdet geschlafen haben.
","You would have been asleep.
","You'd have slept.
"
system2,1361,"Ihr würdet geschlafen haben.
","You'd have slept.
","You would have been asleep.
"
system2,1362,"Ihr würdet geschlafen haben.
","You would have been asleep.
","You would have slept.
"
system2,1363,"Ihr würdet geschlafen haben.
","You'd have slept.
","You would have been sleeping.
"
system2,1364,"Ihr würdet geschlafen haben.
","You would have slept.
","You would have been sleeping.
"
system2,1365,"Ihr würdet geschlafen haben.
","You'd have slept.
","You would have been asleep.
"
system2,1366,"Ihr würdet geschlafen haben.
","You would have slept.
","You'd have slept.
"
system2,1367,"Ihr würdet geschlafen haben.
","You would have been asleep.
","You would have slept.
"
system2,1368,"Sie sind gestern im Theater gewesen.
","They were at the theater yesterday.
","They were in the theater yesterday.
"
system2,1369,"Sie haben seit zehn Jahren nicht mehr getanzt.
","They haven't danced for ten years.
","You have not danced for ten years.
"
system2,1370,"Sie haben seit zehn Jahren nicht mehr getanzt.
","They haven't danced in ten years.
","You haven't danced in ten years.
"
system2,1371,"Sie haben seit zehn Jahren nicht mehr getanzt.
","They haven't danced for ten years now.
","They haven't danced in ten years.
"
system2,1372,"Abschließend haben sie bei einem Italiener gegessen.
","Finally, they ate at an Italian restaurant.
","Properly, they have eaten an Italians.
"
system2,1373,"Abschließend haben sie bei einem Italiener gegessen.
","Finally, you ate with an Italian.
","Finally, they ate with an Italian.
"
system2,1374,"Abschließend haben sie bei einem Italiener gegessen.
","Finally, they ate at an Italian.
","Finally, you ate with an Italian.
"
