segment	document
2	yahoo-ja.978105
3	yahoo-ja.978105
4	yahoo-ja.978105
5	yahoo-ja.978105
6	yahoo-ja.978105
7	yahoo-ja.978105
8	yahoo-ja.978105
1	hokkaido_shimbun-ja.29727
2	hokkaido_shimbun-ja.29727
3	hokkaido_shimbun-ja.29727
4	hokkaido_shimbun-ja.29727
5	hokkaido_shimbun-ja.29727
1	shizuoka_shimbun-ja.45554
2	shizuoka_shimbun-ja.45554
3	shizuoka_shimbun-ja.45554
4	shizuoka_shimbun-ja.45554
5	shizuoka_shimbun-ja.45554
6	shizuoka_shimbun-ja.45554
7	shizuoka_shimbun-ja.45554
1	yahoo-ja.979897
2	yahoo-ja.979897
3	yahoo-ja.979897
4	yahoo-ja.979897
5	yahoo-ja.979897
6	yahoo-ja.979897
7	yahoo-ja.979897
8	yahoo-ja.979897
9	yahoo-ja.979897
10	yahoo-ja.979897
11	yahoo-ja.979897
12	yahoo-ja.979897
1	fukui_shimbun-ja.4075
2	fukui_shimbun-ja.4075
3	fukui_shimbun-ja.4075
4	fukui_shimbun-ja.4075
5	fukui_shimbun-ja.4075
6	fukui_shimbun-ja.4075
7	fukui_shimbun-ja.4075
8	fukui_shimbun-ja.4075
9	fukui_shimbun-ja.4075
10	fukui_shimbun-ja.4075
11	fukui_shimbun-ja.4075
12	fukui_shimbun-ja.4075
13	fukui_shimbun-ja.4075
14	fukui_shimbun-ja.4075
15	fukui_shimbun-ja.4075
16	fukui_shimbun-ja.4075
